Indinavir | drug
cimetidine | drug
verapamil | drug
nifedipine | drug
diltiazem | drug
verapamil | drug
diltiazem | drug
nifedipine | drug
trimethoprim | drug
sulfamethoxazole | drug
TMP | drug
SMX | drug
TMP | drug
SMX | drug
TMP | drug
SMX | drug
TMP | drug
SMX | drug
rifampin | drug
dapsone | drug
dapsone | drug
pyrimethamine | drug
cyclophosphamide | drug
doxorubicin | drug
vincristine | drug
prednisone | drug
cyclophosphamide | drug
doxorubicin | drug
vincristine | drug
prednisone | drug
cyclophosphamide | drug
doxorubicin | drug
teniposide | drug
prednisone | drug
vincristine | drug
bleomycin | drug
Atovaquone | drug
atovaquone | drug
phenytoin | drug
phenytoin | drug
atovaquone | drug
Rifampin | drug
rifampin | drug
atovaquone | drug
rifampin | drug
Rifabutin | drug
rifamycin | drug
rifampin | drug
rifampin | drug
rifabutin | drug
phenytoin | drug
primidone | drug
metformin | drug
sulfasalazine | drug
triamterene | drug
Methotrexate | drug
vitamin B12 | drug
folic acid | drug
Folic acid | drug
folic acid | drug
folic acid | drug
folic acid | drug
folic acid | drug
vitamin B12 | drug
folic acid | drug
Ethanol | drug
etretinate | drug
acitretin | drug
ethanol | drug
Glibenclamide | drug
acitretin | drug
glibenclamide | drug
chlorpropamide | drug
glibenclamide | drug
acitretin | drug
acitretin | drug
acitretin | drug
progestin | drug
progestin | drug
Soriatane | drug
acitretin | drug
Methotrexate | drug
methotrexate | drug
etretinate | drug
methotrexate | drug
acitretin | drug
Phenytoin | drug
acitretin | drug
phenytoin | drug
phenytoin | drug
acitretin | drug
acitretin | drug
acitretin | drug
cimetidine | drug
digoxin | drug
glyburide | drug
acitretin | drug
warfarin | drug
Oxcarbazepine | drug
oxcarbazepine | drug
Oxcarbazepine | drug
oxcarbazepine | drug
OXC | drug
OXC | drug
oxcarbazepine | drug
valproic acid | drug
lamotrigine | drug
oxcarbazepine | drug
Carbamazepine | drug
Phenobarbital | drug
Phenytoin | drug
Valproic acid | drug
phenytoin | drug
phenytoin | drug
phenobarbital | drug
carbamazepine | drug
phenytoin | drug
phenobarbital | drug
ethinylestradiol | drug
levonorgestrel | drug
felodipine | drug
Verapamil | drug
Cimetidine | drug
erythromycin | drug
dextropropoxyphene | drug
warfarin | drug
Auranofin | drug
Auranofin | drug
penicillamine | drug
auranofin | drug
hydralazine | drug
diazoxide | drug
hydralazine | drug
diazoxide | drug
hydralazine | drug
metoprolol | drug
propranolol | drug
Propranolol | drug
hydralazine | drug
Acebutolol | drug
atenolol | drug
nadolol | drug
hydralazine | drug
alcohol | drug
Diphenoxylate HCl | drug
atropine sulfate | drug
diphenoxylate hydrochloride | drug
diphenoxylate | drug
amprenavir | drug
rifabutin | drug
rifampin | drug
amprenavir | drug
rifabutin | drug
rifampin | drug
amprenavir | drug
rifabutin | drug
rifampin | drug
amprenavir | drug
rifabutin | drug
amprenavir | drug
rifampin | drug
amprenavir | drug
rifabutin | drug
rifampin | drug
Rifabutin | drug
amprenavir | drug
Amprenavir | drug
rifabutin | drug
Rifampin | drug
amprenavir | drug
amprenavir | drug
rifampin | drug
Amprenavir | drug
rifabutin | drug
rifampin | drug
Amprenavir | drug
rifampin | drug
Amprenavir | drug
rifabutin | drug
Rifampin | drug
amprenavir | drug
Amprenavir | drug
rifabutin | drug
Amprenavir | drug
rifampin | drug
rifabutin | drug
disopyramide | drug
quinidine | drug
procainamide | drug
cimetidine | drug
warfarin | drug
tamoxifen | drug
letrozole | drug
kaolin | drug
kaolin | drug
chloroquine | drug
chloroquine | drug
Cimetidine | drug
Cimetidine | drug
chloroquine | drug
cimetidine | drug
Ampicillin | drug
chloroquine | drug
ampicillin | drug
chloroquine | drug
Cyclosporin | drug
chloroquine | drug
cyclosporin | drug
cyclosporin | drug
chloroquine | drug
caspofungin acetate | drug
caspofungin | drug
Caspofungin | drug
itraconazole | drug
amphotericin B | drug
mycophenolate | drug
nelfinavir | drug
tacrolimus | drug
itraconazole | drug
amphotericin B | drug
tacrolimus | drug
tacrolimus | drug
tacrolimus | drug
tacrolimus | drug
tacrolimus | drug
cyclosporine | drug
caspofungin | drug
cyclosporine | drug
cyclosporine | drug
rifampin | drug
caspofungin | drug
rifampin | drug
efavirenz | drug
nevirapine | drug
phenytoin | drug
dexamethasone | drug
carbamazepine | drug
caspofungin | drug
caspofungin | drug
efavirenz | drug
nevirapine | drug
phenytoin | drug
dexamethasone | drug
carbamazepine | drug
quinidine | drug
cimetidine | drug
propafenone | drug
flecainide | drug
fluoxetine | drug
sertraline | drug
paroxetine | drug
fluoxetine | drug
tricyclic antidepressant | drug
Monoamine Oxidase Inhibitors | drug
Guanethidine | drug
thyroid | drug
alcohol | drug
barbiturates | drug
CNS depressants | drug
disulfiram | drug
amitriptyline HCl | drug
anticholinergic | drug
sympathomimetic | drug
epinephrine | drug
anesthetics | drug
amitriptyline HCl | drug
anticholinergic | drug
neuroleptic | drug
tricyclic antidepressants | drug
anticholinergic | drug
Cimetidine | drug
tricyclic antidepressants | drug
drugs | drug
tricyclic antidepressants | drug
cimetidine | drug
tricyclic antidepressants | drug
anticholinergic | drug
cimetidine | drug
drug | drug
cimetidine | drug
tricyclic antidepressants | drug
cimetidine | drug
antidepressants | drug
ethchlorvynol | drug
ethchlorvynol | drug
amitriptyline HCl | drug
phenobarbital | drug
Linezolid | drug
linezolid | drug
phenylpropanolamine | drug
pseudoephedrine | drug
dopamine | drug
epinephrine | drug
linezolid | drug
Lithium | drug
lithium | drug
lithium | drug
ethacrynic acid | drug
warfarin | drug
furosemide | drug
cefepime | drug
Dexamethasone | drug
retinyl acetate | drug
insulin | drug
insulin | drug
dexamethasone | drug
retinyl acetate | drug
insulin | drug
Dexamethasone | drug
retinyl acetate | drug
dexamethasone | drug
retinyl acetate | drug
Dexamethasone | drug
insulin | drug
retinyl acetate | drug
insulin | drug
dexamethasone | drug
retinyl acetate | drug
insulin | drug
Calcium | drug
calcium | drug
aluminum | drug
magnesium | drug
iron | drug
Ibandronate | drug
Ibandronate | drug
Ibandronate | drug
Ibandronate | drug
ibandronate | drug
Ibandronate | drug
Ibandronate | drug
ibandronate | drug
ibandronate | drug
Ibandronate | drug
ibandronate | drug
clarithromycin | drug
Didanosine | drug
Fluconazole | drug
Fluoxetine | drug
Ketoconazole | drug
Phenytoin | drug
carbamazepine | drug
Rifabutin | drug
Rifampin | drug
Saquinavir | drug
diltiazem hydrochloride | drug
Diltiazem | drug
diltiazem | drug
diltiazem | drug
diltiazem hydrochloride | drug
diltiazem hydrochloride | drug
propranolol | drug
propranolol | drug
propranolol | drug
propranolol | drug
diltiazem | drug
propranolol | drug
propranolol | drug
Cimetidine | drug
diltiazem | drug
cimetidine | drug
diltiazem | drug
Ranitidine | drug
cimetidine | drug
diltiazem | drug
diltiazem | drug
cimetidine | drug
diltiazem | drug
diltiazem hydrochloride | drug
digoxin | drug
digoxin | drug
digoxin | drug
digoxin | drug
digoxin | drug
diltiazem hydrochloride | drug
Cyclosporine | drug
diltiazem | drug
cyclosporine | drug
cyclosporine | drug
cyclosporine | drug
diltiazem | drug
cyclosporine | drug
diltiazem | drug
cyclosporine | drug
diltiazem | drug
Carbamazepine | drug
diltiazem | drug
carbamazepine | drug
carbamazepine | drug
diltiazem | drug
midazolam | drug
triazolam | drug
midazolam | drug
triazolam | drug
diltiazem | drug
diltiazem | drug
midazolam | drug
triazolam | drug
Lovastatin | drug
diltiazem | drug
lovastatin | drug
lovastatin | drug
lovastatin | drug
pravastatin | drug
diltiazem | drug
Diltiazem | drug
lovastatin | drug
pravastatin | drug
Rifampin | drug
rifampin | drug
diltiazem | drug
diltiazem | drug
diltiazem | drug
rifampin | drug
meperidine | drug
quinidine | drug
chloramphenicol | drug
probenecid | drug
glipizide | drug
glipizide | drug
glipizide | drug
tolbutamide | drug
dicumarol | drug
glipizide | drug
phenytoin | drug
nicotinic acid | drug
isoniazid | drug
glipizide | drug
glipizide | drug
miconazole | drug
miconazole | drug
fluconazole | drug
glipizide | drug
glipizide | drug
fluconazole | drug
glipizide | drug
fluconazole | drug
ethynyl estradiol | drug
levonorgestrel | drug
levonorgestrel | drug
ethynyl estradiol | drug
digoxin | drug
Insulin | drug
insulin | drug
insulin | drug
insulin | drug
insulin | drug
Heparin | drug
heparin | drug
heparin | drug
vancomycin | drug
cefazolin | drug
ampicillin | drug
ampicillin | drug
ceftazidime | drug
gentamicin | drug
amphotericin | drug
icodextrin | drug
Cyclopentolate | drug
carbachol | drug
pilocarpine | drug
PAH | drug
procaine | drug
thiazolesulfone | drug
Probenecid | drug
PAH | drug
probenecid | drug
PAH | drug
Heparin | drug
heparin | drug
heparin | drug
Argatroban | drug
heparin | drug
Argatroban | drug
heparin | drug
Argatroban | drug
Acetaminophen | drug
Argatroban | drug
Argatroban | drug
acetaminophen | drug
Argatroban | drug
Argatroban | drug
warfarin | drug
Argatroban | drug
warfarin | drug
Argatroban | drug
Argatroban | drug
Argatroban | drug
digoxin | drug
erythromycin | drug
nicardipine HCl | drug
Cimetidine | drug
Cimetidine | drug
nicardipine HCl | drug
Digoxin | drug
Nicardipine HCl | drug
digoxin | drug
digoxin | drug
nicardipine HCl | drug
nicardipine HCl | drug
nicardipine HCl | drug
Cyclosporine | drug
nicardipine | drug
cyclosporine | drug
cyclosporine | drug
nicardipine | drug
furosemide | drug
propranolol | drug
dipyridamole | drug
warfarin | drug
quinidine | drug
naproxen | drug
nicardipine HCl | drug
gentamycin | drug
atracurium | drug
atracurium | drug
halothane | drug
atracurium | drug
Atracurium | drug
gentamycin | drug
Atracurium | drug
Gentamycin | drug
gentamycin | drug
atracurium | drug
atracurium | drug
gentamycin | drug
atracurium | drug
atracurium | drug
gentamycin | drug
atracurium | drug
atracurium | drug
gentamycin | drug
edrophonium | drug
gentamycin | drug
atracurium | drug
Tizoxanide | drug
nitazoxanide | drug
warfarin | drug
tizoxanide | drug
nitazoxanide | drug
cefuroxime | drug
Cefuroxime | drug
temazepam | drug
ethanol | drug
ethanol | drug
temazepam | drug
ethanol | drug
alcohol | drug
ethanol | drug
Eplerenone | drug
ketoconazole | drug
eplerenone | drug
eplerenone | drug
eplerenone | drug
erythromycin | drug
verapamil | drug
saquinavir | drug
fluconazole | drug
eplerenone | drug
enalapril | drug
enalapril | drug
Lithium | drug
eplerenone | drug
lithium | drug
lithium | drug
lithium | drug
eplerenone | drug
Cholestyramine | drug
warfarin | drug
propranolol | drug
tetracycline | drug
penicillin G | drug
phenobarbital | drug
thyroxine | drug
Cholestyramine | drug
cholestyramine | drug
cholestyramine | drug
cholestyramine | drug
cholestyramine | drug
cholestyramine | drug
CHOLESTYRAMINE | drug
CHOLESTYRAMINE | drug
cimetidine | drug
nifedipine | drug
chlorthalidone | drug
hydrochlorothiazide | drug
warfarin | drug
warfarin | drug
reserpine | drug
beta-blocking | drug
clonidine | drug
clonidine | drug
nifedipine | drug
verapamil | drug
diltiazem | drug
epinephrine | drug
epinephrine | drug
Finasteride | drug
antipyrine | drug
digoxin | drug
propranolol | drug
theophylline | drug
warfarin | drug
finasteride | drug
acetaminophen | drug
acetylsalicylic acid | drug
Finasteride | drug
finasteride | drug
finasteride | drug
finasteride | drug
finasteride | drug
finasteride | drug
entecavir | drug
entecavir | drug
entecavir | drug
lamivudine | drug
adefovir dipivoxil | drug
tenofovir disoproxil fumarate | drug
probenecid | drug
cloxacillin | drug
cephaloridine | drug
probenecid | drug
probenecid | drug
cloxacillin | drug
cloxacillin | drug
probenecid | drug
cloxacillin | drug
probenecid | drug
cloxacillin | drug
probenecid | drug
probenecid | drug
cloxacillin | drug
pentazocine | drug
tripelennamine | drug
pentazocine | drug
tripelennamine | drug
pentazocine | drug
tripelennamine | drug
tripelennamine | drug
pentazocine | drug
pentazocine | drug
tripelennamine | drug
Calcium | drug
Quinidine | drug
verapamil | drug
amiodarone | drug
propafenone | drug
indomethacin | drug
itraconazole | drug
alprazolam | drug
spironolactone | drug
digoxin | drug
Erythromycin | drug
clarithromycin | drug
tetracycline | drug
digoxin | drug
digoxin | drug
digoxin | drug
Propantheline | drug
diphenoxylate | drug
digoxin | drug
kaolin | drug
sulfasalazine | drug
neomycin | drug
cholestyramine | drug
metoclopramide | drug
digoxin | drug
Rifampin | drug
digoxin | drug
digoxin | drug
quinine | drug
penicillamine | drug
digoxin | drug
digoxin | drug
digoxin | drug
Succinylcholine | drug
digoxin | drug
digoxin | drug
digoxin | drug
digoxin | drug
metoclopramide | drug
Buprenorphine | drug
buprenorphine | drug
ketoconazole | drug
erythromycin | drug
ritonavir | drug
indinavir | drug
saquinavir | drug
buprenorphine | drug
buprenorphine | drug
benzodiazepines | drug
buprenorphine | drug
Ascorbic acid | drug
ascorbic acid | drug
ascorbic acid | drug
ascorbic acid | drug
ascorbic acid | drug
neomycin | drug
streptomycin | drug
kanamycin | drug
caffeine | drug
caffeine | drug
caffeine | drug
caffeine | drug
caffeine | drug
cimetidine | drug
ketoconazole | drug
caffeine | drug
caffeine | drug
phenobarbital | drug
phenytoin | drug
Caffeine | drug
ketoprofen | drug
caffeine | drug
theophylline | drug
theophylline | drug
digoxin | drug
ethinylestradiol | drug
calcium carbonate | drug
cimetidine | drug
omeprazole | drug
progesterone | drug
gemifloxacin | drug
probenecid | drug
gemifloxacin | drug
warfarin | drug
warfarin | drug
warfarin | drug
warfarin | drug
gemifloxacin | drug
aluminum | drug
magnesium | drug
Magnesium | drug
aluminum | drug
ferrous sulfate | drug
iron | drug
zinc | drug
didanosine | drug
Sucralfate | drug
4-methylpyrazole | drug
4-methylpyrazole | drug
4-methylpyrazole | drug
phenytoin | drug
disopyramide | drug
disopyramide | drug
quinidine | drug
procainamide | drug
lidocaine | drug
propranolol | drug
propranolol | drug
diazepam | drug
quinidine | drug
disopyramide | drug
quinidine | drug
digoxin | drug
disopyramide phosphate | drug
erythromycin | drug
disopyramide | drug
disopyramide phosphate | drug
verapamil | drug
disopyramide phosphate | drug
disopyramide | drug
verapamil | drug
ketoconazole | drug
itraconazole | drug
ritonavir | drug
nelfinavir | drug
clarithromycin | drug
flecainide | drug
thioridazine | drug
darifenacin | drug
hydrocortisone | drug
d-amphetamine | drug
hydrocortisone | drug
d-amphetamine | drug
Hydrocortisone | drug
d-amphetamine | drug
rantidine hydrochloride | drug
Hydrocortisone | drug
hydrocortisone | drug
d-amphetamine | drug
d-amphetamine | drug
warfarin | drug
heparin | drug
heparin | drug
warfarin | drug
dextran | drug
bivalirudin | drug
ergotamine | drug
dihydroergotamine | drug
methysergide | drug
naratriptan | drug
naratriptan | drug
naratriptan | drug
fluoxetine | drug
fluvoxamine | drug
paroxetine | drug
sertraline | drug
naratriptan | drug
Levetiracetam | drug
levetiracetam | drug
valproic acid | drug
Levetiracetam | drug
phenytoin | drug
valproate | drug
digoxin | drug
warfarin | drug
probenecid | drug
Phenytoin | drug
phenytoin | drug
levetiracetam | drug
phenytoin | drug
Valproate | drug
valproate | drug
Valproate | drug
levetiracetam | drug
carbamazepine | drug
gabapentin | drug
lamotrigine | drug
phenobarbital | drug
phenytoin | drug
primidone | drug
valproate | drug
levetiracetam | drug
levetiracetam | drug
levetiracetam | drug
levetiracetam | drug
Levetiracetam | drug
carbamazepine | drug
valproate | drug
topiramate | drug
lamotrigine | drug
ethinyl estradiol | drug
levonorgestrel | drug
levetiracetam | drug
Digoxin | drug
digoxin | drug
digoxin | drug
levetiracetam | drug
Warfarin | drug
R warfarin | drug
S warfarin | drug
levetiracetam | drug
warfarin | drug
levetiracetam | drug
Probenecid | drug
Probenecid | drug
levetiracetam | drug
probenecid | drug
probenecid | drug
probenecid | drug
tubocurarine | drug
succinylcholine | drug
gallamine | drug
decamethonium | drug
sodium citrate | drug
Sodium cephalothin | drug
sodium cephalothin | drug
gentamicin | drug
amikacin | drug
amphotericin B | drug
cyclosporine | drug
ibuprofen | drug
tacrolimus | drug
vancomycin | drug
clomiphene citrate | drug
des-ciclesonide | drug
ciclesonide | drug
des-ciclesonide | drug
warfarin | drug
salicylic acid | drug
ciclesonide | drug
erythromycin | drug
des-ciclesonide | drug
erythromycin | drug
ciclesonide | drug
ketoconazole | drug
des-ciclesonide | drug
ciclesonide | drug
ketoconazole | drug
ciclesonide | drug
everolimus | drug
cyclosporine | drug
everolimus | drug
cyclosporine | drug
ciclosporin | drug
everolimus | drug
cyclosporine | drug
prednisone | drug
everolimus | drug
cyclosporine | drug
Everolimus | drug
Everolimus | drug
cyclosporine | drug
everolimus | drug
Everolimus | drug
everolimus | drug
everolimus | drug
Cyclosporine | drug
everolimus | drug
Everolimus | drug
everolimus | drug
cyclosporine | drug
potassium chloride | drug
candesartan cilexetil | drug
glyburide | drug
nifedipine | drug
digoxin | drug
warfarin | drug
hydrochlorothiazide | drug
enalapril | drug
candesartan | drug
Lithium | drug
lithium | drug
lithium | drug
lithium | drug
lithium | drug
lithium | drug
indomethacin | drug
doxorubicin | drug
methotrexate | drug
asparaginase | drug
dacarbazine | drug
cis-platinum | drug
tamoxifen | drug
interferon-alfa | drug
interferon-alfa | drug
interferon-alfa | drug
interleukin-2 | drug
interleukin-2 | drug
interleukin-2 | drug
interleukin-2 | drug
doxorubicin HCl | drug
Levosimendan | drug
captopril | drug
felodipine | drug
digoxin | drug
warfarin | drug
isosorbide mononitrate | drug
carvedilol | drug
ethanol | drug
itraconazole | drug
Floxuridine | drug
quinidine | drug
cimetidine | drug
propafenone | drug
flecainide | drug
citalopram | drug
escitalopram | drug
fluoxetine | drug
sertraline | drug
paroxetine | drug
fluoxetine | drug
Doxepin | drug
quinidine | drug
doxepin | drug
doxepin | drug
Cimetidine | drug
Cimetidine | drug
cimetidine | drug
cimetidine | drug
cimetidine | drug
cimetidine | drug
Alcohol | drug
alcohol | drug
alcohol | drug
Tolazamide | drug
tolazamide | drug
doxepin | drug
Glucose | drug
insulin | drug
insulin | drug
glucose | drug
insulin | drug
insulin | drug
somatostatin | drug
Insulin | drug
glucose | drug
insulin | drug
somatostatin | drug
Glucose | drug
insulin | drug
Digoxin | drug
digoxin | drug
digoxin | drug
digoxin | drug
ibutilide | drug
ibutilide | drug
ibutilide | drug
Bretylium Tosylate | drug
dopamine | drug
norepinephrine | drug
Bretylium Tosylate | drug
lidocaine | drug
Bretylium Tosylate | drug
phenytoin | drug
nicotinic acid | drug
isoniazid | drug
Acarbose | drug
Acarbose | drug
insulin | drug
charcoal | drug
amylase | drug
pancreatin | drug
Acarbose | drug
Acarbose | drug
digoxin | drug
digoxin | drug
Acarbose | drug
digoxin | drug
nifedipine | drug
propranolol | drug
ranitidine | drug
Acarbose | drug
sulfonylurea | drug
glyburide | drug
Acarbose | drug
digoxin | drug
digoxin | drug
digoxin | drug
digoxin | drug
metformin | drug
Acarbose | drug
metformin | drug
Acarbose | drug
metformin | drug
Acarbose | drug
metformin | drug
Cypermethrin | drug
vitamin E | drug
allopurinol | drug
cypermethrin | drug
cypermethrin | drug
allopurinol | drug
Vitamin E | drug
cypermethrin | drug
cypermethrin | drug
allopurinol | drug
Vitamin E | drug
Flupenthixol | drug
flupenthixol | drug
Ethanol | drug
Flupenthixol | drug
Ethanol | drug
Flupenthixol | drug
ethosuximide | drug
ethosuximide | drug
phenytoin | drug
valproic acid | drug
ethosuximide | drug
alcohol | drug
nicotine | drug
alcohol | drug
nicotine | drug
alcohol | drug
nicotine | drug
rifampin | drug
phenylbutazone | drug
phenytoin sodium | drug
carbamazepine | drug
griseofulvin | drug
topiramate | drug
ampicillin | drug
tubocurarine | drug
adrenaline | drug
adrenaline | drug
aminophylline | drug
theophylline | drug
Cisapride | drug
cisapride | drug
cisapride | drug
clarithromycin | drug
erythromycin | drug
troleandomycin | drug
cisapride | drug
cisapride | drug
dicyclomine | drug
cisapride | drug
cisapride | drug
nefazodone | drug
cisapride | drug
cisapride | drug
fluconazole | drug
itraconazole | drug
ketoconazole | drug
cisapride | drug
cisapride | drug
ketoconazole | drug
cisapride | drug
cisapride | drug
cisapride | drug
ketoconazole | drug
Cimetidine | drug
cisapride | drug
cisapride | drug
ranitidine | drug
cimetidine | drug
ranitidine | drug
cisapride | drug
indinavir | drug
ritonavir | drug
cisapride | drug
cisapride | drug
cisapride | drug
cisapride | drug
Cisapride | drug
quinidine | drug
procainamide | drug
sotalol | drug
amitriptyline | drug
maprotiline | drug
sertindole | drug
astemizole | drug
bepridil | drug
sparfloxacin | drug
terodiline | drug
cisapride | drug
dihydrotachysterol | drug
ADL 8-2698 | drug
morphine | drug
ADL-8-2698 | drug
morphine | drug
ADL 8-2698 | drug
morphine | drug
Morphine | drug
Morphine | drug
ADL 8-2698 | drug
ADL 8-2698 | drug
morphine | drug
Morphine | drug
ADL 8-2698 | drug
ADL 8-2698 | drug
morphine | drug
Sirolimus | drug
rapamycin | drug
Sirolimus | drug
sirolimus | drug
cyclosporine | drug
tacrolimus | drug
sirolimus | drug
cyclosporine | drug
tacrolimus | drug
cyclosporine | drug
tacrolimus | drug
Progesterone | drug
progesterone | drug
Phenytoin | drug
phenytoin | drug
isotretinoin | drug
Phenytoin | drug
phenytoin | drug
alcohol | drug
cephalothin | drug
cefoxitin | drug
cefoxitin | drug
cefoxitin | drug
Corticotropin | drug
diuretic | drug
Acetaminophen | drug
methotrexate | drug
L-methionine | drug
acetaminophen | drug
methotrexate | drug
Gentamicin | drug
Methionine | drug
gentamicin | drug
Cevimeline | drug
cevimeline | drug
Cevimeline | drug
cevimeline | drug
Cevimeline | drug
cevimeline | drug
Ketoconazole | drug
Ketoconazole | drug
terfenadine | drug
terfenadine | drug
terfenadine | drug
ketoconazole | drug
astemizole | drug
astemizole | drug
astemizole | drug
ketoconazole | drug
ketoconazole | drug
cisapride | drug
cisapride | drug
ketoconazole | drug
cisapride | drug
ketoconazole | drug
cisapride | drug
Ketoconazole | drug
cyclosporine | drug
tacrolimus | drug
methylprednisolone | drug
cyclosporine | drug
tacrolimus | drug
methylprednisolone | drug
midazolam | drug
triazolam | drug
midazolam | drug
digoxin | drug
digoxin | drug
ketoconazole | drug
ketoconazole | drug
miconazole | drug
ketoconazole | drug
ketoconazole | drug
phenytoin | drug
ketoconazole | drug
phenytoin | drug
rifampin | drug
ketoconazole | drug
INH | drug
Isoniazid | drug
ketoconazole | drug
ketoconazole | drug
loratadine | drug
loratadine | drug
loratadine | drug
ketoconazole | drug
alcohol | drug
neomycin | drug
neomycin sulfate | drug
neomycin | drug
penicillin V | drug
vitamin B-12 | drug
methotrexate | drug
5-fluorouracil | drug
digoxin | drug
digoxin | drug
neomycin sulfate | drug
labetalol HCl | drug
labetalol HCl | drug
Cimetidine | drug
labetalol HCl | drug
labetalol HCl | drug
halothane | drug
labetalol HCl | drug
labetalol HCl | drug
halothane | drug
halothane | drug
labetalol HCl | drug
Labetalol HCl | drug
nitroglycerin | drug
labetalol HCl | drug
nitroglycerin | drug
labetalol | drug
verapamil | drug
epinephrine | drug
labetalol HCl | drug
Labetalol HCl | drug
amphetamine | drug
labetalol | drug
amphetamine | drug
Castor oil | drug
Loperamide | drug
morphine | drug
Loperamide | drug
morphine | drug
loperamide | drug
morphine | drug
probenecid | drug
sulfinpyrazone | drug
phenylbutazone | drug
Alcohol | drug
phenylbutazone | drug
oxyphenbutazone | drug
dipyrone | drug
aspirin | drug
Nonsteroidal Antiinflammatory | drug
Aspirin | drug
nonsteroidal anti-inflammatory | drug
Phenobarbital | drug
Phenytoin | drug
phenytoin | drug
Propranolol | drug
lorazepam | drug
alcohol | drug
Lorazepam | drug
ethyl alcohol | drug
scopolamine | drug
lorazepam | drug
Exemestane | drug
ketoconazole | drug
exemestane | drug
rifampicin | drug
phenytoin | drug
carbamazepine | drug
phenobarbital | drug
exemestane | drug
fluoxetine | drug
erythromycin | drug
clarithromycin | drug
azithromycin | drug
erythromycin | drug
clarithromycin | drug
azithromycin | drug
escitalopram | drug
escitalopram | drug
metoprolol | drug
carbamazepine | drug
cimetidine | drug
fluoxetine | drug
ketoconazole | drug
levodopa | drug
lithium | drug
levobupivacaine | drug
levobupivacaine | drug
phenytoin | drug
phenobarbital | drug
rifampin | drug
ketoconazole | drug
erythromycin | drug
verapamil | drug
omeprazole | drug
furafylline | drug
clarithromycin | drug
levobupivacaine | drug
levobupivacaine | drug
sodium nitroprusside | drug
Benzthiazide | drug
alcohol | drug
lithium | drug
norepinephrine | drug
Ibuprofen | drug
alcohol | drug
doxylamine | drug
doxylamine | drug
heparin | drug
warfarin | drug
Doxylamine | drug
epinephrine | drug
isoniazid | drug
selegiline hydrochloride | drug
fluoxetine | drug
fluvoxamine | drug
paroxetine | drug
sertraline | drug
venlafaxine | drug
dexfenfluramine | drug
dexfenfluramine | drug
dexfenfluramine | drug
dexfenfluramine | drug
sumatriptan succinate | drug
dihydroergotamine | drug
Dexfenfluramine | drug
dexfenfluramine | drug
dexfenfluramine | drug
dexfenfluramine | drug
ketamine | drug
Ketamine | drug
sildenafil | drug
Sildenafil | drug
methotrexate | drug
methotrexate | drug
methotrexate | drug
alcohol | drug
ethanol | drug
ethanol | drug
phenytoin | drug
carbamazepine | drug
cimetidine | drug
ketoconazole | drug
piperacillin | drug
Vecuronium | drug
piperacillin | drug
vecuronium | drug
piperacillin | drug
piperacillin | drug
vecuronium | drug
piperacillin | drug
Probenecid | drug
probenecid | drug
piperacillin | drug
heparin | drug
Methotrexate | drug
Piperacillin sodium | drug
methotrexate | drug
methotrexate | drug
penicillins | drug
piperacillin | drug
tazobactam | drug
piperacillin | drug
nimodipine | drug
Nimodipine | drug
nimodipine | drug
ginseng | drug
doxazosin | drug
doxazosin mesylate | drug
digoxin | drug
warfarin | drug
phenytoin | drug
indomethacin | drug
doxazosin | drug
Doxazosin mesylate | drug
doxazosin | drug
cimetidine | drug
doxazosin | drug
doxazosin | drug
doxazosin | drug
doxazosin mesylate | drug
Doxazosin mesylate | drug
acetaminophen | drug
codeine | drug
codeine | drug
ibuprofen | drug
indomethacin | drug
erythromycin | drug
trimethoprim | drug
sulfamethoxazole | drug
amoxicillin | drug
atenolol | drug
hydrochlorothiazide | drug
propranolol | drug
diazepam | drug
alcohol | drug
cisplatin | drug
paroxetine | drug
aminophylline | drug
theophylline | drug
aminophylline | drug
theophylline | drug
theophylline | drug
theophylline | drug
theophylline | drug
efavirenz | drug
nevirapine | drug
delavirdine | drug
efavirenz | drug
nevirapine | drug
indinavir | drug
nevirapine | drug
efavirenz | drug
nevirapine | drug
nelfinavir | drug
nevirapine | drug
delavirdine | drug
efavirenz | drug
indinavir | drug
Efavirenz | drug
nelfinavir | drug
Dactinomycin | drug
Heparin | drug
Heparin sodium | drug
heparin sodium | drug
dicumarol | drug
warfarin sodium | drug
acetylsalicylic acid | drug
dextran | drug
phenylbutazone | drug
ibuprofen | drug
indomethacin | drug
dipyridamole | drug
hydroxychloroquine | drug
heparin sodium | drug
heparin | drug
antithrombin III | drug
heparin | drug
antithrombin III | drug
Heparin | drug
nicotine | drug
heparin sodium | drug
Heparin Sodium | drug
doxorubicin | drug
droperidol | drug
ciprofloxacin | drug
mitoxantrone | drug
heparin | drug
heparin sodium | drug
heparin sodium | drug
cocaine | drug
cocaine | drug
cocaine | drug
cocaine | drug
cocaine | drug
neomycin | drug
neomycin | drug
ACTH | drug
neomycin | drug
Neomycin | drug
famotidine | drug
warfarin | drug
theophylline | drug
phenytoin | drug
diazepam | drug
aminopyrine | drug
antipyrine | drug
chlorambucil | drug
bortezomib | drug
epinephrine | drug
reserpine | drug
phenytoin | drug
quetiapine | drug
Quetiapine fumarate | drug
quetiapine | drug
phenytoin | drug
quetiapine | drug
quetiapine | drug
hydroxyurea | drug
hydroxyurea | drug
hydroxyurea | drug
rofecoxib | drug
digoxin | drug
rofecoxib | drug
digoxin | drug
rofecoxib | drug
digoxin | drug
digoxin | drug
digoxin | drug
